Name,Name,Run 1,sex,rider_country,race_country,Date,track_name
Cyrille KURTZ,Cyrille KURTZ,6:53.93279,Men,French, Andorra,28th Jul 2013,Vallnord
Cam COLE,Cam COLE,DNF,Men,New Zealand, Andorra,28th Jul 2013,Vallnord
Alexander KANGAS,Alexander KANGAS,DNF,Men,Swedish, Andorra,28th Jul 2013,Vallnord
Jorge GARCIA VIDAL,Jorge GARCIA VIDAL,DNQ,Men,Spanish, Andorra,28th Jul 2013,Vallnord
Dan SHERIDAN,Dan SHERIDAN,DNQ,Men,Irish, Andorra,28th Jul 2013,Vallnord
Marco MILIVINTI,Marco MILIVINTI,DNQ,Men,Italian, Andorra,28th Jul 2013,Vallnord
Lutz WEBER,Lutz WEBER,DNQ,Men,Swiss, Andorra,28th Jul 2013,Vallnord
Fraser MCGLONE,Fraser MCGLONE,DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Miran VAUH,Miran VAUH,DNQ,Men,Slovenian, Andorra,28th Jul 2013,Vallnord
Emanuel POMBO,Emanuel POMBO,DNQ,Men,Portuguese, Andorra,28th Jul 2013,Vallnord
Isak LEIVSSON,Isak LEIVSSON,DNQ,Men,Norwegian, Andorra,28th Jul 2013,Vallnord
Dan STANBRIDGE,Dan STANBRIDGE,DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Quentin MOREAU,Quentin MOREAU,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Julien PICCOLO,Julien PICCOLO,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Eddie MASTERS,Eddie MASTERS,DNQ,Men,New Zealand, Andorra,28th Jul 2013,Vallnord
Zakarias JOHANSEN,Zakarias JOHANSEN,DNQ,Men,Swedish, Andorra,28th Jul 2013,Vallnord
Jan URUBA,Jan URUBA,DNQ,Men,Czech, Andorra,28th Jul 2013,Vallnord
Felix KLEE,Felix KLEE,DNQ,Men,Swiss, Andorra,28th Jul 2013,Vallnord
Thibaut RUFFIN,Thibaut RUFFIN,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Niklas WALLNER,Niklas WALLNER,DNQ,Men,Swedish, Andorra,28th Jul 2013,Vallnord
Jay WILLIAMSON,Jay WILLIAMSON,DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Oliwer KANGAS,Oliwer KANGAS,DNQ,Men,Swedish, Andorra,28th Jul 2013,Vallnord
Gaetan RUFFIN,Gaetan RUFFIN,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Benjamin VERRIER,Benjamin VERRIER,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Maxime CHAPUIS,Maxime CHAPUIS,DNQ,Men,Swiss, Andorra,28th Jul 2013,Vallnord
João GOIS,João GOIS,DNQ,Men,Portuguese, Andorra,28th Jul 2013,Vallnord
Mario José JARRIN MOLINA,Mario José JARRIN MOLINA,DNQ,Men,Ecuadorian, Andorra,28th Jul 2013,Vallnord
Patrik DEUSS,Patrik DEUSS,DNQ,Men,Swiss, Andorra,28th Jul 2013,Vallnord
Bryn ATKINSON,Bryn ATKINSON,DNQ,Men,Australian, Andorra,28th Jul 2013,Vallnord
Benjamin TORRANO,Benjamin TORRANO,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Austin WARREN,Austin WARREN,DNQ,Men,American, Andorra,28th Jul 2013,Vallnord
Iraitz ETXEBARRIA,Iraitz ETXEBARRIA,DNQ,Men,Spanish, Andorra,28th Jul 2013,Vallnord
Marco FERNANDEZ GARCIA,Marco FERNANDEZ GARCIA,DNQ,Men,Spanish, Andorra,28th Jul 2013,Vallnord
Josh LOWE,Josh LOWE,DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Arthur PARRET,Arthur PARRET,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Seanan O'RIORDAN,Seanan O'RIORDAN,DNQ,Men,Irish, Andorra,28th Jul 2013,Vallnord
Quentin CHANUDET,Quentin CHANUDET,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Joseph VEJVODA,Joseph VEJVODA,DNQ,Men,Australian, Andorra,28th Jul 2013,Vallnord
Reon BOE,Reon BOE,DNQ,Men,New Zealand, Andorra,28th Jul 2013,Vallnord
Junya NAGATA,Junya NAGATA,DNQ,Men,Japanese, Andorra,28th Jul 2013,Vallnord
Mathieu GALLEAN,Mathieu GALLEAN,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Chris BARLIN,Chris BARLIN,DNQ,Men,Australian, Andorra,28th Jul 2013,Vallnord
Jono JONES (sen),Jono JONES (sen),DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Lars Vatnebryn SANDVIKEN,Lars Vatnebryn SANDVIKEN,DNQ,Men,Norwegian, Andorra,28th Jul 2013,Vallnord
Daniel LUDWIG (1993),Daniel LUDWIG (1993),DNQ,Men,German, Andorra,28th Jul 2013,Vallnord
Manuel GRUBER,Manuel GRUBER,DNQ,Men,Austrian, Andorra,28th Jul 2013,Vallnord
Gareth BREWIN,Gareth BREWIN,DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Jeremías Gabriel MAIO,Jeremías Gabriel MAIO,DNQ,Men,Argentinian, Andorra,28th Jul 2013,Vallnord
Lars PEYER,Lars PEYER,DNQ,Men,Swiss, Andorra,28th Jul 2013,Vallnord
George BELK,George BELK,DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Daniel POMBO,Daniel POMBO,DNQ,Men,Portuguese, Andorra,28th Jul 2013,Vallnord
Will JONES (elt),Will JONES (elt),DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Charly DI PASQUALE,Charly DI PASQUALE,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Gustavo Adolfo CISNEROS,Gustavo Adolfo CISNEROS,DNQ,Men,Argentinian, Andorra,28th Jul 2013,Vallnord
Alexandre CLAUDIN,Alexandre CLAUDIN,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Cameron JOHNSON,Cameron JOHNSON,DNQ,Men,New Zealand, Andorra,28th Jul 2013,Vallnord
Michael VICKERS,Michael VICKERS,DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Márcio Filipe FARIA FERREIRA,Márcio Filipe FARIA FERREIRA,DNQ,Men,Portuguese, Andorra,28th Jul 2013,Vallnord
Lachlan MCKILLOP,Lachlan MCKILLOP,DNQ,Men,Australian, Andorra,28th Jul 2013,Vallnord
Albert BARILARO CAPARROS,Albert BARILARO CAPARROS,DNQ,Men,Andorran, Andorra,28th Jul 2013,Vallnord
Tim HEDMAN,Tim HEDMAN,DNQ,Men,Swedish, Andorra,28th Jul 2013,Vallnord
Markus PLANITZER,Markus PLANITZER,DNQ,Men,Austrian, Andorra,28th Jul 2013,Vallnord
Renaud SMANIOTTO,Renaud SMANIOTTO,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Luca BIWER,Luca BIWER,DNQ,Men,German, Andorra,28th Jul 2013,Vallnord
Patrik KUSTER,Patrik KUSTER,DNQ,Men,Swiss, Andorra,28th Jul 2013,Vallnord
Sebastian GÓMEZ LASALLE,Sebastian GÓMEZ LASALLE,DNQ,Men,Argentinian, Andorra,28th Jul 2013,Vallnord
Samuel BULL,Samuel BULL,DNQ,Men,South African, Andorra,28th Jul 2013,Vallnord
Mario REINBACHER,Mario REINBACHER,DNQ,Men,Austrian, Andorra,28th Jul 2013,Vallnord
Charles CANONNE,Charles CANONNE,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Anders SAHLEN,Anders SAHLEN,DNQ,Men,Swedish, Andorra,28th Jul 2013,Vallnord
Pablo SEEWALD,Pablo SEEWALD,DNQ,Men,Argentinian, Andorra,28th Jul 2013,Vallnord
Ricard FERREIRA CAMPOS,Ricard FERREIRA CAMPOS,DNQ,Men,Andorran, Andorra,28th Jul 2013,Vallnord
Arie SCHINDLER,Arie SCHINDLER,DNQ,Men,German, Andorra,28th Jul 2013,Vallnord
Pedro SERENO,Pedro SERENO,DNQ,Men,Venezuelan, Andorra,28th Jul 2013,Vallnord
Oliver MORRIS (elt),Oliver MORRIS (elt),DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Naoki IDEGAWA,Naoki IDEGAWA,DNQ,Men,Japanese, Andorra,28th Jul 2013,Vallnord
Aurélien GIORDANENGO,Aurélien GIORDANENGO,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Benjamin GOMEZ LASSALLE,Benjamin GOMEZ LASSALLE,DNQ,Men,Argentinian, Andorra,28th Jul 2013,Vallnord
Pol ROMERO PERICH,Pol ROMERO PERICH,DNQ,Men,Spanish, Andorra,28th Jul 2013,Vallnord
Aaron CABALLERO BELLO,Aaron CABALLERO BELLO,DNQ,Men,Spanish, Andorra,28th Jul 2013,Vallnord
Mauricio ACUÑA,Mauricio ACUÑA,DNQ,Men,Chilean, Andorra,28th Jul 2013,Vallnord
Alex BOND (elt),Alex BOND (elt),DNQ,Men,British, Andorra,28th Jul 2013,Vallnord
Rodolfo RANGEL,Rodolfo RANGEL,DNQ,Men,Andorran, Andorra,28th Jul 2013,Vallnord
Rudy CABIROU,Rudy CABIROU,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Stefan GARLICKI,Stefan GARLICKI,DNQ,Men,South African, Andorra,28th Jul 2013,Vallnord
Dan GODARD,Dan GODARD,DNQ,Men,American, Andorra,28th Jul 2013,Vallnord
Oscar HÄRNSTRÖM,Oscar HÄRNSTRÖM,DNQ,Men,Swedish, Andorra,28th Jul 2013,Vallnord
Fabian HEIM,Fabian HEIM,DNQ,Men,German, Andorra,28th Jul 2013,Vallnord
Tom MATTHEWS,Tom MATTHEWS,DNQ,Men,New Zealand, Andorra,28th Jul 2013,Vallnord
Damien SPAGNOLO,Damien SPAGNOLO,DNQ,Men,French, Andorra,28th Jul 2013,Vallnord
Rachel ATHERTON,Rachel ATHERTON,4:47.7781,Women,British, Andorra,28th Jul 2013,Vallnord
Manon CARPENTER,Manon CARPENTER,4:49.3952,Women,British, Andorra,28th Jul 2013,Vallnord
Myriam NICOLE,Myriam NICOLE,4:59.2283,Women,French, Andorra,28th Jul 2013,Vallnord
Emmeline RAGOT,Emmeline RAGOT,5:00.4514,Women,French, Andorra,28th Jul 2013,Vallnord
Floriane PUGIN,Floriane PUGIN,5:05.8305,Women,French, Andorra,28th Jul 2013,Vallnord
Morgane CHARRE,Morgane CHARRE,5:14.0406,Women,French, Andorra,28th Jul 2013,Vallnord
Tahnée SEAGRAVE °,Tahnée SEAGRAVE °,5:14.4377,Women,British, Andorra,28th Jul 2013,Vallnord
Jill KINTNER,Jill KINTNER,5:17.6928,Women,American, Andorra,28th Jul 2013,Vallnord
Fionn GRIFFITHS,Fionn GRIFFITHS,5:31.2979,Women,British, Andorra,28th Jul 2013,Vallnord
Emilie SIEGENTHALER,Emilie SIEGENTHALER,5:35.03910,Women,Swiss, Andorra,28th Jul 2013,Vallnord
Petra BERNHARD,Petra BERNHARD,5:37.96211,Women,Austrian, Andorra,28th Jul 2013,Vallnord
Jess STONE,Jess STONE,5:41.51812,Women,British, Andorra,28th Jul 2013,Vallnord
Alanna COLUMB,Alanna COLUMB,5:42.58913,Women,New Zealand, Andorra,28th Jul 2013,Vallnord
Anita AGER-WICK,Anita AGER-WICK,5:42.74814,Women,Norwegian, Andorra,28th Jul 2013,Vallnord
Mélanie PUGIN,Mélanie PUGIN,5:46.55815,Women,French, Andorra,28th Jul 2013,Vallnord
Alia MARCELLINI,Alia MARCELLINI,5:46.95416,Women,Italian, Andorra,28th Jul 2013,Vallnord
Fiona OURDOUILLIE °,Fiona OURDOUILLIE °,5:47.57617,Women,French, Andorra,28th Jul 2013,Vallnord
Zarja CERNILOGAR,Zarja CERNILOGAR,5:53.69118,Women,Slovenian, Andorra,28th Jul 2013,Vallnord
Severine CIGANA,Severine CIGANA,5:56.40519,Women,French, Andorra,28th Jul 2013,Vallnord
Miriam RUCHTI,Miriam RUCHTI,5:57.37920,Women,Swiss, Andorra,28th Jul 2013,Vallnord
Carina CAPPELLARI,Carina CAPPELLARI,5:58.36421,Women,Swiss, Andorra,28th Jul 2013,Vallnord
Jacqueline HARMONY,Jacqueline HARMONY,6:11.47622,Women,American, Andorra,28th Jul 2013,Vallnord
Veronique SANDLER,Veronique SANDLER,6:14.74423,Women,New Zealand, Andorra,28th Jul 2013,Vallnord
Chloe GALLEAN,Chloe GALLEAN,DNF,Women,French, Andorra,28th Jul 2013,Vallnord
Marianne RUUD °,Marianne RUUD °,DNS,Women,Norwegian, Andorra,28th Jul 2013,Vallnord
Sophie TYAS,Sophie TYAS,DNQ,Women,New Zealand, Andorra,28th Jul 2013,Vallnord
Katrin KARKHOF,Katrin KARKHOF,DNQ,Women,German, Andorra,28th Jul 2013,Vallnord
Lea FOURTON,Lea FOURTON,DNQ,Women,French, Andorra,28th Jul 2013,Vallnord
Eva CASTRO FERNANDEZ,Eva CASTRO FERNANDEZ,DNQ,Women,Spanish, Andorra,28th Jul 2013,Vallnord
Mireia BOSCA BALLESTER,Mireia BOSCA BALLESTER,DNQ,Women,Spanish, Andorra,28th Jul 2013,Vallnord
Laura LOHNER,Laura LOHNER,DNQ,Women,French, Andorra,28th Jul 2013,Vallnord
Maria SANCHEZ VELIZ,Maria SANCHEZ VELIZ,DNQ,Women,Spanish, Andorra,28th Jul 2013,Vallnord
Adrienne SCHNEIDER-EVANS,Adrienne SCHNEIDER-EVANS,DNQ,Women,American, Andorra,28th Jul 2013,Vallnord
Gee ATHERTON,Gee ATHERTON,3:12.18501,Men,British, Italy,16th Jun 2013,Val di Sole
Stevie SMITH,Stevie SMITH,3:13.18602,Men,Canadian, Italy,16th Jun 2013,Val di Sole
Greg MINNAAR,Greg MINNAAR,3:13.43503,Men,South African, Italy,16th Jun 2013,Val di Sole
Loïc BRUNI,Loïc BRUNI,3:14.65604,Men,French, Italy,16th Jun 2013,Val di Sole
Troy BROSNAN,Troy BROSNAN,3:16.30605,Men,Australian, Italy,16th Jun 2013,Val di Sole
Aaron GWIN,Aaron GWIN,3:16.30806,Men,American, Italy,16th Jun 2013,Val di Sole
Josh BRYCELAND,Josh BRYCELAND,3:17.46507,Men,British, Italy,16th Jun 2013,Val di Sole
Florent PAYET,Florent PAYET,3:18.52608,Men,French, Italy,16th Jun 2013,Val di Sole
Mick HANNAH,Mick HANNAH,3:18.62709,Men,Australian, Italy,16th Jun 2013,Val di Sole
Markus PEKOLL,Markus PEKOLL,3:18.686010,Men,Austrian, Italy,16th Jun 2013,Val di Sole
Antonio FERREIRO PAJUELO,Antonio FERREIRO PAJUELO,3:20.945011,Men,Spanish, Italy,16th Jun 2013,Val di Sole
Bernard KERR,Bernard KERR,3:20.952012,Men,British, Italy,16th Jun 2013,Val di Sole
Rémi THIRION,Rémi THIRION,3:20.965013,Men,French, Italy,16th Jun 2013,Val di Sole
Matt SIMMONDS (elt),Matt SIMMONDS (elt),3:21.304014,Men,British, Italy,16th Jun 2013,Val di Sole
Neko MULALLY,Neko MULALLY,3:22.011015,Men,American, Italy,16th Jun 2013,Val di Sole
Lorenzo SUDING,Lorenzo SUDING,3:22.080016,Men,Italian, Italy,16th Jun 2013,Val di Sole
Johannes FISCHBACH,Johannes FISCHBACH,3:23.390017,Men,German, Italy,16th Jun 2013,Val di Sole
Steve PEAT,Steve PEAT,3:23.521018,Men,British, Italy,16th Jun 2013,Val di Sole
Faustin FIGARET,Faustin FIGARET,3:23.900019,Men,French, Italy,16th Jun 2013,Val di Sole
Guillaume CAUVIN,Guillaume CAUVIN,3:23.925020,Men,French, Italy,16th Jun 2013,Val di Sole
Sam BLENKINSOP,Sam BLENKINSOP,3:24.562021,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Wyn MASTERS,Wyn MASTERS,3:24.757022,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Bernat GUÀRDIA PASCUAL,Bernat GUÀRDIA PASCUAL,3:24.859023,Men,Spanish, Italy,16th Jun 2013,Val di Sole
Brook MACDONALD,Brook MACDONALD,3:24.960024,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Harry MOLLOY,Harry MOLLOY,3:25.370025,Men,British, Italy,16th Jun 2013,Val di Sole
Eddie MASTERS,Eddie MASTERS,3:25.379026,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Marcelo GUTIÉRREZ,Marcelo GUTIÉRREZ,3:25.525027,Men,Colombian, Italy,16th Jun 2013,Val di Sole
Joe CONNELL,Joe CONNELL,3:25.935028,Men,Scottish, Italy,16th Jun 2013,Val di Sole
Luke STROBEL,Luke STROBEL,3:26.106029,Men,American, Italy,16th Jun 2013,Val di Sole
David TRUMMER,David TRUMMER,3:26.464030,Men,Austrian, Italy,16th Jun 2013,Val di Sole
Connor FEARON,Connor FEARON,3:26.660031,Men,Australian, Italy,16th Jun 2013,Val di Sole
Austin WARREN,Austin WARREN,3:26.785032,Men,American, Italy,16th Jun 2013,Val di Sole
Isak LEIVSSON,Isak LEIVSSON,3:26.898033,Men,Norwegian, Italy,16th Jun 2013,Val di Sole
Sam DALE (elt),Sam DALE (elt),3:26.951034,Men,British, Italy,16th Jun 2013,Val di Sole
Aurélien GIORDANENGO,Aurélien GIORDANENGO,3:26.976035,Men,French, Italy,16th Jun 2013,Val di Sole
Cam COLE,Cam COLE,3:27.084036,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Brendan FAIRCLOUGH,Brendan FAIRCLOUGH,3:27.258037,Men,British, Italy,16th Jun 2013,Val di Sole
Thibaut RUFFIN,Thibaut RUFFIN,3:27.432038,Men,French, Italy,16th Jun 2013,Val di Sole
Harry HEATH,Harry HEATH,3:27.558039,Men,British, Italy,16th Jun 2013,Val di Sole
Joe SMITH (elt),Joe SMITH (elt),3:27.911040,Men,British, Italy,16th Jun 2013,Val di Sole
Ben REID,Ben REID,3:27.990041,Men,Irish, Italy,16th Jun 2013,Val di Sole
Oscar HÄRNSTRÖM,Oscar HÄRNSTRÖM,3:28.439042,Men,Swedish, Italy,16th Jun 2013,Val di Sole
Francisco PARDAL,Francisco PARDAL,3:28.715043,Men,Portuguese, Italy,16th Jun 2013,Val di Sole
Julien PICCOLO,Julien PICCOLO,3:29.355044,Men,French, Italy,16th Jun 2013,Val di Sole
Cyrille KURTZ,Cyrille KURTZ,3:29.378045,Men,French, Italy,16th Jun 2013,Val di Sole
Matty STUTTARD,Matty STUTTARD,3:30.037046,Men,British, Italy,16th Jun 2013,Val di Sole
Melvin PONS,Melvin PONS,3:30.071047,Men,French, Italy,16th Jun 2013,Val di Sole
Ziga PANDUR,Ziga PANDUR,3:30.264048,Men,Slovenian, Italy,16th Jun 2013,Val di Sole
Zakarias JOHANSEN,Zakarias JOHANSEN,3:31.719049,Men,Swedish, Italy,16th Jun 2013,Val di Sole
Marco MILIVINTI,Marco MILIVINTI,3:31.755050,Men,Italian, Italy,16th Jun 2013,Val di Sole
Greg WILLIAMSON,Greg WILLIAMSON,3:32.180051,Men,British, Italy,16th Jun 2013,Val di Sole
Fraser MCGLONE,Fraser MCGLONE,3:33.828052,Men,British, Italy,16th Jun 2013,Val di Sole
Rudy CABIROU,Rudy CABIROU,3:33.891053,Men,French, Italy,16th Jun 2013,Val di Sole
Terje NYLENDE,Terje NYLENDE,3:33.953054,Men,Norwegian, Italy,16th Jun 2013,Val di Sole
Reece POTTER,Reece POTTER,3:34.054055,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Sam HILL (elt),Sam HILL (elt),3:34.466056,Men,Australian, Italy,16th Jun 2013,Val di Sole
Marc BEAUMONT,Marc BEAUMONT,3:34.520057,Men,British, Italy,16th Jun 2013,Val di Sole
Oliwer KANGAS,Oliwer KANGAS,3:35.040058,Men,Swedish, Italy,16th Jun 2013,Val di Sole
Gaetan RUFFIN,Gaetan RUFFIN,3:35.898059,Men,French, Italy,16th Jun 2013,Val di Sole
Martin KNAPEC,Martin KNAPEC,3:35.998060,Men,Slovakian, Italy,16th Jun 2013,Val di Sole
Jack MOIR,Jack MOIR,3:36.400061,Men,Australian, Italy,16th Jun 2013,Val di Sole
Boris TETZLAFF,Boris TETZLAFF,3:36.400061,Men,Austrian, Italy,16th Jun 2013,Val di Sole
George BRANNIGAN,George BRANNIGAN,3:36.468063,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Arthur PARRET,Arthur PARRET,3:37.180064,Men,French, Italy,16th Jun 2013,Val di Sole
Matej CHARVAT,Matej CHARVAT,3:37.307065,Men,Czech, Italy,16th Jun 2013,Val di Sole
Robin WALLNER,Robin WALLNER,3:37.752066,Men,Swedish, Italy,16th Jun 2013,Val di Sole
Fabien COUSINIE,Fabien COUSINIE,3:38.158067,Men,French, Italy,16th Jun 2013,Val di Sole
Kevin AIELLO,Kevin AIELLO,3:38.664068,Men,American, Italy,16th Jun 2013,Val di Sole
Logan BINGGELI,Logan BINGGELI,3:40.164069,Men,American, Italy,16th Jun 2013,Val di Sole
Nick BEER,Nick BEER,3:40.690070,Men,Swiss, Italy,16th Jun 2013,Val di Sole
Danny HART (elt),Danny HART (elt),3:40.949071,Men,British, Italy,16th Jun 2013,Val di Sole
Remi GAUVIN,Remi GAUVIN,3:41.232072,Men,Canadian, Italy,16th Jun 2013,Val di Sole
Benny STRASSER,Benny STRASSER,3:42.117073,Men,German, Italy,16th Jun 2013,Val di Sole
Christopher MCGLINCHEY,Christopher MCGLINCHEY,3:52.175074,Men,Irish, Italy,16th Jun 2013,Val di Sole
Patrick THOME,Patrick THOME,3:52.222075,Men,French, Italy,16th Jun 2013,Val di Sole
Richie RUDE °,Richie RUDE °,4:02.759076,Men,American, Italy,16th Jun 2013,Val di Sole
Lewis BUCHANAN,Lewis BUCHANAN,9:41.370077,Men,Scottish, Italy,16th Jun 2013,Val di Sole
Jack READING,Jack READING,DSQ,Men,British, Italy,16th Jun 2013,Val di Sole
Andrew NEETHLING,Andrew NEETHLING,DNS,Men,South African, Italy,16th Jun 2013,Val di Sole
Pierre Charles GEORGES,Pierre Charles GEORGES,DNS,Men,French, Italy,16th Jun 2013,Val di Sole
Rich THOMAS,Rich THOMAS,DNS,Men,British, Italy,16th Jun 2013,Val di Sole
Quentin CHANUDET,Quentin CHANUDET,DNQ,Men,French, Italy,16th Jun 2013,Val di Sole
Ivan OULEGO MORENO,Ivan OULEGO MORENO,DNQ,Men,Spanish, Italy,16th Jun 2013,Val di Sole
Joseph VEJVODA,Joseph VEJVODA,DNQ,Men,Australian, Italy,16th Jun 2013,Val di Sole
David MCMILLAN,David MCMILLAN,DNQ,Men,Australian, Italy,16th Jun 2013,Val di Sole
Jay WILLIAMSON,Jay WILLIAMSON,DNQ,Men,British, Italy,16th Jun 2013,Val di Sole
Lutz WEBER,Lutz WEBER,DNQ,Men,Swiss, Italy,16th Jun 2013,Val di Sole
Marcus KLAUSMANN,Marcus KLAUSMANN,DNQ,Men,German, Italy,16th Jun 2013,Val di Sole
Niklas WALLNER,Niklas WALLNER,DNQ,Men,Swedish, Italy,16th Jun 2013,Val di Sole
Guillem JORBA PRATS,Guillem JORBA PRATS,DNQ,Men,Spanish, Italy,16th Jun 2013,Val di Sole
Charly DI PASQUALE,Charly DI PASQUALE,DNQ,Men,French, Italy,16th Jun 2013,Val di Sole
Gabriel Yeray VARGAS HERNÁNDEZ,Gabriel Yeray VARGAS HERNÁNDEZ,DNQ,Men,Spanish, Italy,16th Jun 2013,Val di Sole
Kyle SANGERS,Kyle SANGERS,DNQ,Men,Canadian, Italy,16th Jun 2013,Val di Sole
Mitch DELFS,Mitch DELFS,DNQ,Men,Australian, Italy,16th Jun 2013,Val di Sole
Yuki KUSHIMA,Yuki KUSHIMA,DNQ,Men,Japanese, Italy,16th Jun 2013,Val di Sole
Florian ARTHUS,Florian ARTHUS,DNQ,Men,French, Italy,16th Jun 2013,Val di Sole
Alexis PUJOL,Alexis PUJOL,DNQ,Men,French, Italy,16th Jun 2013,Val di Sole
Kirk MCDOWALL,Kirk MCDOWALL,DNQ,Men,Canadian, Italy,16th Jun 2013,Val di Sole
Fabian BIELI,Fabian BIELI,DNQ,Men,Swiss, Italy,16th Jun 2013,Val di Sole
Miran VAUH,Miran VAUH,DNQ,Men,Slovenian, Italy,16th Jun 2013,Val di Sole
Johann POTGIETER,Johann POTGIETER,DNQ,Men,South African, Italy,16th Jun 2013,Val di Sole
Mickael PASCAL,Mickael PASCAL,DNQ,Men,French, Italy,16th Jun 2013,Val di Sole
James SWINDEN,James SWINDEN,DNQ,Men,British, Italy,16th Jun 2013,Val di Sole
Maxime CHAPUIS,Maxime CHAPUIS,DNQ,Men,Swiss, Italy,16th Jun 2013,Val di Sole
Stefano MEZZETTA,Stefano MEZZETTA,DNQ,Men,Italian, Italy,16th Jun 2013,Val di Sole
Andrea MOCELLIN,Andrea MOCELLIN,DNQ,Men,Italian, Italy,16th Jun 2013,Val di Sole
Pete WILLIAMS,Pete WILLIAMS,DNQ,Men,British, Italy,16th Jun 2013,Val di Sole
Christian TEXTOR,Christian TEXTOR,DNQ,Men,German, Italy,16th Jun 2013,Val di Sole
Gareth BREWIN,Gareth BREWIN,DNQ,Men,British, Italy,16th Jun 2013,Val di Sole
Bernardo NEVES CRUZ,Bernardo NEVES CRUZ,DNQ,Men,Brazilian, Italy,16th Jun 2013,Val di Sole
Lars Vatnebryn SANDVIKEN,Lars Vatnebryn SANDVIKEN,DNQ,Men,Norwegian, Italy,16th Jun 2013,Val di Sole
Kazuki SHIMIZU,Kazuki SHIMIZU,DNQ,Men,Japanese, Italy,16th Jun 2013,Val di Sole
Forrest RIESCO,Forrest RIESCO,DNQ,Men,Canadian, Italy,16th Jun 2013,Val di Sole
Matthew WALKER,Matthew WALKER,DNQ,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Tom MATTHEWS,Tom MATTHEWS,DNQ,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Ludovic OGET,Ludovic OGET,DNQ,Men,French, Italy,16th Jun 2013,Val di Sole
Jan URUBA,Jan URUBA,DNQ,Men,Czech, Italy,16th Jun 2013,Val di Sole
Mario MILANI,Mario MILANI,DNQ,Men,Italian, Italy,16th Jun 2013,Val di Sole
Bryn DICKERSON,Bryn DICKERSON,DNQ,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
Ben BAKER (1),Ben BAKER (1),DNQ,Men,, Italy,16th Jun 2013,Val di Sole
Simon CARDON,Simon CARDON,DNQ,Men,French, Italy,16th Jun 2013,Val di Sole
Mitch ROPELATO,Mitch ROPELATO,DNQ,Men,American, Italy,16th Jun 2013,Val di Sole
Rhys ATKINSON,Rhys ATKINSON,DNQ,Men,Australian, Italy,16th Jun 2013,Val di Sole
Benoît COULANGES,Benoît COULANGES,DNQ,Men,French, Italy,16th Jun 2013,Val di Sole
Felix KLEE,Felix KLEE,DNQ,Men,Swiss, Italy,16th Jun 2013,Val di Sole
Jonas BERNET,Jonas BERNET,DNQ,Men,Swiss, Italy,16th Jun 2013,Val di Sole
Maximilian BENDER,Maximilian BENDER,DNQ,Men,German, Italy,16th Jun 2013,Val di Sole
Ronan TAYLOR,Ronan TAYLOR,DNQ,Men,British, Italy,16th Jun 2013,Val di Sole
Romain PAULHAN,Romain PAULHAN,DNQ,Men,French, Italy,16th Jun 2013,Val di Sole
Lukas UCEN,Lukas UCEN,DNQ,Men,Slovakian, Italy,16th Jun 2013,Val di Sole
Bas VAN STEENBERGEN,Bas VAN STEENBERGEN,DNQ,Men,Canadian, Italy,16th Jun 2013,Val di Sole
Pietro CAIRE,Pietro CAIRE,DNQ,Men,Italian, Italy,16th Jun 2013,Val di Sole
Reon BOE,Reon BOE,DNQ,Men,New Zealand, Italy,16th Jun 2013,Val di Sole
