,Name,Name.1,Run 1,sex,rider_country,race_country,Date,track_name,rider_country_new,home_race,run_time,race_id,percent_time_back,best_results,worst_results
19874,Matt BEER,Matt BEER,5:29.71571,Men,Canadian,UK,10th Jun 2012,Fort William,Canada ,0,5.495261833333333,Fort William10th Jun 2012,14.401164289523516,0,1
19875,Alex BOND (elt),Alex BOND (elt),5:30.46272,Men,British,UK,10th Jun 2012,Fort William,UK,1,5.507712,Fort William10th Jun 2012,14.660353679485905,0,1
19876,Gaetan RUFFIN,Gaetan RUFFIN,5:40.23673,Men,French,UK,10th Jun 2012,Fort William,France,0,5.6706121666666665,Fort William10th Jun 2012,18.05163316622145,0,1
19877,Bernat GUÀRDIA PASCUAL,Bernat GUÀRDIA PASCUAL,5:41.31174,Men,Spanish,UK,10th Jun 2012,Fort William,Spain,0,5.688529,Fort William10th Jun 2012,18.4246284221129,0,1
19878,Harry HEATH,Harry HEATH,5:44.09275,Men,British,UK,10th Jun 2012,Fort William,UK,1,5.7348791666666665,Fort William10th Jun 2012,19.38955296847682,0,1
19879,Jared GRAVES,Jared GRAVES,5:45.95476,Men,Australian,UK,10th Jun 2012,Fort William,Australia,0,5.765912666666667,Fort William10th Jun 2012,20.03561290877731,0,0
19880,Steve PEAT,Steve PEAT,8:07.53077,Men,British,UK,10th Jun 2012,Fort William,UK,1,8.125512833333334,Fort William10th Jun 2012,69.15811416740773,0,1
19881,Ruaridh CUNNINGHAM,Ruaridh CUNNINGHAM,DNF,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,136.35375425996398,0,1
19882,Lorenzo SUDING,Lorenzo SUDING,DNF,Men,Italian,UK,10th Jun 2012,Fort William,Italy,0,,Fort William10th Jun 2012,105.54601195250046,0,1
19884,Andreas SIEBER,Andreas SIEBER,DNF,Men,German,UK,10th Jun 2012,Fort William,Germany,0,,Fort William10th Jun 2012,27.91441172637541,0,1
19885,Robert SMITH (elt),Robert SMITH (elt),DNQ,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,17.845692288825997,1,1
19887,Charly DI PASQUALE,Charly DI PASQUALE,DNQ,Men,French,UK,10th Jun 2012,Fort William,France,0,,Fort William10th Jun 2012,334.1005129928332,0,1
19889,Dan STANBRIDGE,Dan STANBRIDGE,DNQ,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,90.9375674204054,0,1
19890,Adam BRAYTON,Adam BRAYTON,DNQ,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,18.351168431857534,0,1
19892,Eliot JACKSON,Eliot JACKSON,DNQ,Men,American,UK,10th Jun 2012,Fort William,USA,0,,Fort William10th Jun 2012,61.40687364574822,0,1
19893,Emyr DAVIES,Emyr DAVIES,DNQ,Men,Welsh,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,20.384216739048554,0,1
19894,Gareth BREWIN,Gareth BREWIN,DNQ,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,10.269350083670536,0,1
19896,Emanuel POMBO,Emanuel POMBO,DNQ,Men,Portuguese,UK,10th Jun 2012,Fort William,Portugal,0,,Fort William10th Jun 2012,22.077596931100718,0,1
19898,Johann POTGIETER,Johann POTGIETER,DNQ,Men,South African,UK,10th Jun 2012,Fort William,South Africa,0,,Fort William10th Jun 2012,24.49734694180932,0,1
19900,Manuel GRUBER,Manuel GRUBER,DNQ,Men,Austrian,UK,10th Jun 2012,Fort William,Austria,0,,Fort William10th Jun 2012,24.980258039696544,0,1
19903,Bryn DICKERSON,Bryn DICKERSON,DNQ,Men,New Zealand,UK,10th Jun 2012,Fort William,New Zealand,0,,Fort William10th Jun 2012,18.656754192678093,0,1
19904,Dennis DERTELL,Dennis DERTELL,DNQ,Men,Swedish,UK,10th Jun 2012,Fort William,Sweden,0,,Fort William10th Jun 2012,14.715869888983878,0,1
19905,Markus PEKOLL,Markus PEKOLL,DNQ,Men,Austrian,UK,10th Jun 2012,Fort William,Austria,0,,Fort William10th Jun 2012,74.40827156192964,0,1
19906,Faustin FIGARET,Faustin FIGARET,DNQ,Men,French,UK,10th Jun 2012,Fort William,France,0,,Fort William10th Jun 2012,23.910606164533043,0,1
19908,Zakarias JOHANSEN,Zakarias JOHANSEN,DNQ,Men,Swedish,UK,10th Jun 2012,Fort William,Sweden,0,,Fort William10th Jun 2012,22.319735518545734,0,1
19910,Iraitz ETXEBARRIA,Iraitz ETXEBARRIA,DNQ,Men,Spanish,UK,10th Jun 2012,Fort William,Spain,0,,Fort William10th Jun 2012,10.334153355275078,1,1
19911,Dominik GSPAN,Dominik GSPAN,DNQ,Men,Swiss,UK,10th Jun 2012,Fort William,Switzerland,0,,Fort William10th Jun 2012,60.25209361635064,0,1
19913,Matty STUTTARD,Matty STUTTARD,DNQ,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,27.620825171357133,0,1
19920,Miran VAUH,Miran VAUH,DNQ,Men,Slovenian,UK,10th Jun 2012,Fort William,Slovenia,0,,Fort William10th Jun 2012,109.17391332402721,0,1
19923,Ludovic MAY,Ludovic MAY,DNQ,Men,Swiss,UK,10th Jun 2012,Fort William,Switzerland,0,,Fort William10th Jun 2012,191.05447293995098,0,1
19926,Remi GAUVIN,Remi GAUVIN,DNQ,Men,Canadian,UK,10th Jun 2012,Fort William,Canada ,0,,Fort William10th Jun 2012,31.305834385562157,0,1
19935,Bernard KERR,Bernard KERR,DNQ,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,18.408849924189607,0,1
19936,Markus PLANITZER,Markus PLANITZER,DNQ,Men,Austrian,UK,10th Jun 2012,Fort William,Austria,0,,Fort William10th Jun 2012,16.236559672649943,1,1
19937,Quentin CHANUDET,Quentin CHANUDET,DNQ,Men,French,UK,10th Jun 2012,Fort William,France,0,,Fort William10th Jun 2012,17.48076812025903,0,1
19938,Kristof LENSSENS,Kristof LENSSENS,DNQ,Men,Belgian,UK,10th Jun 2012,Fort William,Belgium,0,,Fort William10th Jun 2012,24.237228128957856,1,1
19940,Erik IRMISCH,Erik IRMISCH,DNQ,Men,German,UK,10th Jun 2012,Fort William,Germany,0,,Fort William10th Jun 2012,120.41418628499731,0,1
19944,Marco MILIVINTI,Marco MILIVINTI,DNQ,Men,Italian,UK,10th Jun 2012,Fort William,Italy,0,,Fort William10th Jun 2012,20.739929781091092,0,1
19945,Lars PEYER,Lars PEYER,DNQ,Men,Swiss,UK,10th Jun 2012,Fort William,Switzerland,0,,Fort William10th Jun 2012,19.197005618744335,0,1
19947,Samuel ZBINDEN,Samuel ZBINDEN,DNQ,Men,Swiss,UK,10th Jun 2012,Fort William,Switzerland,0,,Fort William10th Jun 2012,32.96343797732677,0,1
19951,Gerard WOLFE,Gerard WOLFE,DNQ,Men,Irish,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,89.08490101541022,1,1
19953,Fergus LAMB,Fergus LAMB,DNQ,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,115.5828073880175,0,1
19956,Eddie MASTERS,Eddie MASTERS,DNQ,Men,New Zealand,UK,10th Jun 2012,Fort William,New Zealand,0,,Fort William10th Jun 2012,58.71137971556193,0,1
19963,Harry MOLLOY,Harry MOLLOY,DNQ,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,55.05867075896167,0,1
19967,Thibaut RUFFIN,Thibaut RUFFIN,DNQ,Men,French,UK,10th Jun 2012,Fort William,France,0,,Fort William10th Jun 2012,61.862376094142604,0,1
19970,Basil WEBER,Basil WEBER,DNQ,Men,Swiss,UK,10th Jun 2012,Fort William,Switzerland,0,,Fort William10th Jun 2012,44.3567476275988,0,1
19974,Neko MULALLY,Neko MULALLY,DNQ,Men,American,UK,10th Jun 2012,Fort William,USA,0,,Fort William10th Jun 2012,50.38226754945991,0,1
19976,Pete WILLIAMS,Pete WILLIAMS,DNQ,Men,British,UK,10th Jun 2012,Fort William,UK,1,,Fort William10th Jun 2012,25.282286047577518,0,1
19977,Emmeline RAGOT,Emmeline RAGOT,5:27.0891,Women,French,UK,10th Jun 2012,Fort William,France,0,5.451485,Fort William10th Jun 2012,0.0,1,0
19978,Rachel ATHERTON,Rachel ATHERTON,5:28.4042,Women,British,UK,10th Jun 2012,Fort William,UK,1,5.473403333333334,Fort William10th Jun 2012,0.4020617012306493,0,0
19979,Myriam NICOLE,Myriam NICOLE,5:36.5053,Women,French,UK,10th Jun 2012,Fort William,France,0,5.608421666666667,Fort William10th Jun 2012,2.8787874618873,0,0
19980,Floriane PUGIN,Floriane PUGIN,5:38.7874,Women,French,UK,10th Jun 2012,Fort William,France,0,5.6464566666666665,Fort William10th Jun 2012,3.5764872629506783,0,0
19981,Tracy MOSELEY,Tracy MOSELEY,5:41.3485,Women,British,UK,10th Jun 2012,Fort William,UK,1,5.689141666666667,Fort William10th Jun 2012,4.359484923221224,0,0
19982,Tracey HANNAH,Tracey HANNAH,5:46.8026,Women,Australian,UK,10th Jun 2012,Fort William,Australia,0,5.780043333333333,Fort William10th Jun 2012,6.0269510662385395,0,1
19983,Morgane CHARRE,Morgane CHARRE,5:49.7857,Women,French,UK,10th Jun 2012,Fort William,France,0,5.829761666666666,Fort William10th Jun 2012,6.938965560148591,0,0
19984,Anita MOLCIK,Anita MOLCIK,5:53.6558,Women,Austrian,UK,10th Jun 2012,Fort William,Austria,0,5.894263333333333,Fort William10th Jun 2012,8.122159986376797,1,0
19985,Céline GROS,Céline GROS,5:55.8279,Women,French,UK,10th Jun 2012,Fort William,France,0,5.930465,Fort William10th Jun 2012,8.786229807107615,0,0
19986,Jill KINTNER,Jill KINTNER,5:59.81710,Women,American,UK,10th Jun 2012,Fort William,USA,0,5.996951666666667,Fort William10th Jun 2012,10.005836330223183,0,0
19987,Miranda MILLER,Miranda MILLER,6:01.02711,Women,Canadian,UK,10th Jun 2012,Fort William,Canada ,0,6.0171185,Fort William10th Jun 2012,10.375769171152438,0,0
19988,Emilie SIEGENTHALER,Emilie SIEGENTHALER,6:01.98812,Women,Swiss,UK,10th Jun 2012,Fort William,Switzerland,0,6.033135333333333,Fort William10th Jun 2012,10.669575965692534,0,1
19989,Fionn GRIFFITHS,Fionn GRIFFITHS,6:05.81613,Women,British,UK,10th Jun 2012,Fort William,UK,1,6.0969355,Fort William10th Jun 2012,11.839902338537112,0,0
19992,Mio SUEMASA,Mio SUEMASA,6:09.01016,Women,Japanese,UK,10th Jun 2012,Fort William,Japan,0,6.150169333333333,Fort William10th Jun 2012,12.816403848370372,0,1
19993,Jess STONE,Jess STONE,6:14.62417,Women,British,UK,10th Jun 2012,Fort William,UK,1,6.243736166666666,Fort William10th Jun 2012,14.532758810978418,0,0
19994,Zarja CERNILOGAR,Zarja CERNILOGAR,6:21.99218,Women,Slovenian,UK,10th Jun 2012,Fort William,Slovenia,0,6.366536333333333,Fort William10th Jun 2012,16.785359096344088,0,0
19995,Petra BERNHARD,Petra BERNHARD,6:29.25119,Women,Austrian,UK,10th Jun 2012,Fort William,Austria,0,6.487519833333334,Fort William10th Jun 2012,19.004635128471126,0,1
19996,Harriet RUECKNAGEL,Harriet RUECKNAGEL,6:57.82020,Women,German,UK,10th Jun 2012,Fort William,Germany,0,6.9636700000000005,Fort William10th Jun 2012,27.738955532299926,0,1
19997,Carina CAPPELLARI,Carina CAPPELLARI,DNF,Women,Swiss,UK,10th Jun 2012,Fort William,Switzerland,0,,Fort William10th Jun 2012,43.40717440741808,0,1
19999,Alia MARCELLINI,Alia MARCELLINI,DNQ,Women,Italian,UK,10th Jun 2012,Fort William,Italy,0,,Fort William10th Jun 2012,36.309942170880035,0,1
20001,Caroline SAX,Caroline SAX,DNQ,Women,French,UK,10th Jun 2012,Fort William,France,0,,Fort William10th Jun 2012,23.352632928351504,0,1
20002,Sabrina JONNIER,Sabrina JONNIER,DNQ,Women,French,UK,10th Jun 2012,Fort William,France,0,,Fort William10th Jun 2012,53.784237704064864,0,1
20004,Vaea VERBEECK,Vaea VERBEECK,DNQ,Women,Canadian,UK,10th Jun 2012,Fort William,Canada ,0,,Fort William10th Jun 2012,26.36703004102914,0,1
20007,Miriam RUCHTI,Miriam RUCHTI,DNQ,Women,Swiss,UK,10th Jun 2012,Fort William,Switzerland,0,,Fort William10th Jun 2012,25.634632039160344,0,1
20008,Veronique SANDLER,Veronique SANDLER,DNQ,Women,New Zealand,UK,10th Jun 2012,Fort William,New Zealand,0,,Fort William10th Jun 2012,102.49560611788402,0,1
20014,Melissa BUHL,Melissa BUHL,DNQ,Women,American,UK,10th Jun 2012,Fort William,USA,0,,Fort William10th Jun 2012,32.79915614444822,0,1
20017,Aaron GWIN,Aaron GWIN,3:10.5771,Men,American,Italy,3rd Jun 2012,Val di Sole,USA,0,3.176285,Val di Sole3rd Jun 2012,0.0,1,0
20018,Greg MINNAAR,Greg MINNAAR,3:18.4272,Men,South African,Italy,3rd Jun 2012,Val di Sole,South Africa,0,3.30712,Val di Sole3rd Jun 2012,4.119120293046752,0,0
20019,Gee ATHERTON,Gee ATHERTON,3:18.9703,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.3161716666666665,Val di Sole3rd Jun 2012,4.404096819607384,0,0
20020,Marc BEAUMONT,Marc BEAUMONT,3:19.5144,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.32524,Val di Sole3rd Jun 2012,4.6895980681834315,0,0
20021,Cam COLE,Cam COLE,3:20.3205,Men,New Zealand,Italy,3rd Jun 2012,Val di Sole,New Zealand,0,3.338675,Val di Sole3rd Jun 2012,5.112576484792752,0,0
20022,Danny HART (elt),Danny HART (elt),3:20.8956,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.34826,Val di Sole3rd Jun 2012,5.414344115846026,0,1
20023,Sam HILL (elt),Sam HILL (elt),3:21.0777,Men,Australian,Italy,3rd Jun 2012,Val di Sole,Australia,0,3.351295,Val di Sole3rd Jun 2012,5.509895994849323,0,1
20024,Sam BLENKINSOP,Sam BLENKINSOP,3:21.8858,Men,New Zealand,Italy,3rd Jun 2012,Val di Sole,New Zealand,0,3.3647633333333333,Val di Sole3rd Jun 2012,5.933923855489454,0,0
20025,Rémi THIRION,Rémi THIRION,3:21.8969,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.3649483333333334,Val di Sole3rd Jun 2012,5.939748269860345,0,0
20026,Stevie SMITH,Stevie SMITH,3:21.96910,Men,Canadian,Italy,3rd Jun 2012,Val di Sole,Canada ,0,3.3661516666666667,Val di Sole3rd Jun 2012,5.977633199371812,0,1
20028,Damien SPAGNOLO,Damien SPAGNOLO,3:22.98112,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.3830186666666666,Val di Sole3rd Jun 2012,6.508662373391139,0,0
20029,Bernard KERR,Bernard KERR,3:23.21513,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.3869188333333335,Val di Sole3rd Jun 2012,6.631452572213559,0,1
20030,Steve PEAT,Steve PEAT,3:23.25014,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.3875023333333334,Val di Sole3rd Jun 2012,6.649823089972506,0,1
20031,Brook MACDONALD,Brook MACDONALD,3:23.29715,Men,New Zealand,Italy,3rd Jun 2012,Val di Sole,New Zealand,0,3.388285833333333,Val di Sole3rd Jun 2012,6.6744902719162,0,0
20032,George BRANNIGAN,George BRANNIGAN,3:24.52416,Men,New Zealand,Italy,3rd Jun 2012,Val di Sole,New Zealand,0,3.408736,Val di Sole3rd Jun 2012,7.31832943202515,0,0
20033,Justin LEOV,Justin LEOV,3:25.11617,Men,New Zealand,Italy,3rd Jun 2012,Val di Sole,New Zealand,0,3.4186028333333334,Val di Sole3rd Jun 2012,7.628970112358724,0,1
20034,Nick BEER,Nick BEER,3:26.31718,Men,Swiss,Italy,3rd Jun 2012,Val di Sole,Switzerland,0,3.438619666666667,Val di Sole3rd Jun 2012,8.259166500067439,0,0
20035,Matt SIMMONDS (elt),Matt SIMMONDS (elt),3:26.59319,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.4432198333333335,Val di Sole3rd Jun 2012,8.403995023536414,0,1
20036,Mickael PASCAL,Mickael PASCAL,3:26.75620,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.4459366666666664,Val di Sole3rd Jun 2012,8.489529959265818,0,1
20038,Joshua BUTTON,Joshua BUTTON,3:26.97722,Men,Australian,Italy,3rd Jun 2012,Val di Sole,Australia,0,3.4496203333333333,Val di Sole3rd Jun 2012,8.605504019108267,0,0
20039,Ruaridh CUNNINGHAM,Ruaridh CUNNINGHAM,3:27.22223,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.4537038333333334,Val di Sole3rd Jun 2012,8.73406616010004,0,0
20040,Brendan FAIRCLOUGH,Brendan FAIRCLOUGH,3:27.33924,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.455654,Val di Sole3rd Jun 2012,8.795463883121313,0,1
20041,Robin WALLNER,Robin WALLNER,3:27.83025,Men,Swedish,Italy,3rd Jun 2012,Val di Sole,Sweden,0,3.4638375,Val di Sole3rd Jun 2012,9.053107639900059,0,1
20042,Florent PAYET,Florent PAYET,3:28.16126,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.4693543333333334,Val di Sole3rd Jun 2012,9.226795874215732,0,0
20043,Matt BEER,Matt BEER,3:28.46127,Men,Canadian,Italy,3rd Jun 2012,Val di Sole,Canada ,0,3.4743545,Val di Sole3rd Jun 2012,9.384217726054178,0,0
20044,Julien CAMELLINI,Julien CAMELLINI,3:28.46828,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.4744713333333332,Val di Sole3rd Jun 2012,9.38789602738208,0,0
20045,Patrick THOME,Patrick THOME,3:28.70929,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.4784881666666667,Val di Sole3rd Jun 2012,9.514359280312279,0,1
20046,Pierre Charles GEORGES,Pierre Charles GEORGES,3:28.97330,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.4828883333333334,Val di Sole3rd Jun 2012,9.65289113959653,0,0
20047,Markus PEKOLL,Markus PEKOLL,3:28.98231,Men,Austrian,Italy,3rd Jun 2012,Val di Sole,Austria,0,3.4830385,Val di Sole3rd Jun 2012,9.657618884955221,0,1
20048,Mick HANNAH,Mick HANNAH,3:29.00132,Men,Australian,Italy,3rd Jun 2012,Val di Sole,Australia,0,3.4833553333333334,Val di Sole3rd Jun 2012,9.66759385046787,0,1
20049,Marco MILIVINTI,Marco MILIVINTI,3:29.11733,Men,Italian,Italy,3rd Jun 2012,Val di Sole,Italy,1,3.485288833333333,Val di Sole3rd Jun 2012,9.72846685147375,1,0
20050,Marcelo GUTIÉRREZ,Marcelo GUTIÉRREZ,3:30.01234,Men,Colombian,Italy,3rd Jun 2012,Val di Sole,Columbia,0,3.5002056666666665,Val di Sole3rd Jun 2012,10.198098302471802,0,1
20051,Joe SMITH (elt),Joe SMITH (elt),3:30.31935,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.5053225,Val di Sole3rd Jun 2012,10.359193208418006,0,1
20052,Sam DALE (elt),Sam DALE (elt),3:30.56036,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.509339333333333,Val di Sole3rd Jun 2012,10.485656461348182,0,1
20053,Josh BRYCELAND,Josh BRYCELAND,3:30.70537,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.511756166666667,Val di Sole3rd Jun 2012,10.56174640080052,0,1
20054,Harry MOLLOY,Harry MOLLOY,3:31.36438,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.522739666666667,Val di Sole3rd Jun 2012,10.907543456165513,0,1
20056,Marcus KLAUSMANN,Marcus KLAUSMANN,3:31.52940,Men,German,Italy,3rd Jun 2012,Val di Sole,Germany,0,3.52549,Val di Sole3rd Jun 2012,10.994133083145874,0,1
20058,Eliot JACKSON,Eliot JACKSON,3:31.64742,Men,American,Italy,3rd Jun 2012,Val di Sole,USA,0,3.527457,Val di Sole3rd Jun 2012,11.05606077540271,0,1
20060,Francisco PARDAL,Francisco PARDAL,3:32.30044,Men,Portuguese,Italy,3rd Jun 2012,Val di Sole,Portugal,0,3.5383406666666666,Val di Sole3rd Jun 2012,11.39871474589549,0,1
20061,Aurélien GIORDANENGO,Aurélien GIORDANENGO,3:32.30645,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.5384408333333335,Val di Sole3rd Jun 2012,11.40186832520802,0,1
20062,Luke STROBEL,Luke STROBEL,3:32.68946,Men,American,Italy,3rd Jun 2012,Val di Sole,USA,0,3.544824333333333,Val di Sole3rd Jun 2012,11.602842104324186,0,1
20063,Bernat GUÀRDIA PASCUAL,Bernat GUÀRDIA PASCUAL,3:32.75547,Men,Spanish,Italy,3rd Jun 2012,Val di Sole,Spain,0,3.5459245,Val di Sole3rd Jun 2012,11.637479004560358,0,1
20064,Thibaut RUFFIN,Thibaut RUFFIN,3:33.10248,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.551708,Val di Sole3rd Jun 2012,11.81956279112233,0,0
20065,Faustin FIGARET,Faustin FIGARET,3:33.58249,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.559708166666667,Val di Sole3rd Jun 2012,12.071434605731746,0,1
20066,Benny STRASSER,Benny STRASSER,3:34.20650,Men,German,Italy,3rd Jun 2012,Val di Sole,Germany,0,3.570108333333333,Val di Sole3rd Jun 2012,12.398866390557938,0,1
20068,Oscar HÄRNSTRÖM,Oscar HÄRNSTRÖM,3:34.47852,Men,Swedish,Italy,3rd Jun 2012,Val di Sole,Sweden,0,3.574642,Val di Sole3rd Jun 2012,12.541601273185488,0,1
20069,Alexander KANGAS,Alexander KANGAS,3:34.93153,Men,Swedish,Italy,3rd Jun 2012,Val di Sole,Sweden,0,3.5821921666666667,Val di Sole3rd Jun 2012,12.779305593379275,0,1
20071,Jared GRAVES,Jared GRAVES,3:35.32855,Men,Australian,Italy,3rd Jun 2012,Val di Sole,Australia,0,3.5888091666666666,Val di Sole3rd Jun 2012,12.987630727931098,0,0
20072,Johannes FISCHBACH,Johannes FISCHBACH,3:35.35956,Men,German,Italy,3rd Jun 2012,Val di Sole,Germany,0,3.589326,Val di Sole3rd Jun 2012,13.003902357628473,0,1
20073,Miran VAUH,Miran VAUH,3:35.45557,Men,Slovenian,Italy,3rd Jun 2012,Val di Sole,Slovenia,0,3.5909261666666668,Val di Sole3rd Jun 2012,13.0542809183265,0,0
20074,Matti LEHIKOINEN,Matti LEHIKOINEN,3:35.58858,Men,Finnish,Italy,3rd Jun 2012,Val di Sole,Finland,0,3.593143,Val di Sole3rd Jun 2012,13.124074193594094,0,1
20075,Mathieu GALLEAN,Mathieu GALLEAN,3:36.51359,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.6085598333333335,Val di Sole3rd Jun 2012,13.60944730505398,0,1
20076,Rich THOMAS,Rich THOMAS,3:36.76260,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.61271,Val di Sole3rd Jun 2012,13.740108334107305,0,1
20078,Andrew NEETHLING,Andrew NEETHLING,3:36.86162,Men,South African,Italy,3rd Jun 2012,Val di Sole,South Africa,0,3.6143603333333334,Val di Sole3rd Jun 2012,13.792066308071638,0,1
20079,Ziga PANDUR,Ziga PANDUR,3:36.91363,Men,Slovenian,Italy,3rd Jun 2012,Val di Sole,Slovenia,0,3.6152271666666667,Val di Sole3rd Jun 2012,13.8193571000923,0,1
20081,Charly DI PASQUALE,Charly DI PASQUALE,3:37.08765,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.6181275,Val di Sole3rd Jun 2012,13.910669225211203,0,1
20082,Jack READING,Jack READING,3:37.08765,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.6181275,Val di Sole3rd Jun 2012,13.910669225211203,0,1
20084,Manuel GRUBER,Manuel GRUBER,3:38.93168,Men,Austrian,Italy,3rd Jun 2012,Val di Sole,Austria,0,3.6488613333333335,Val di Sole3rd Jun 2012,14.878272363258759,0,1
20085,Emyr DAVIES,Emyr DAVIES,3:39.51069,Men,Welsh,Italy,3rd Jun 2012,Val di Sole,UK,0,3.6585115,Val di Sole3rd Jun 2012,15.182091657392194,0,1
20086,Dan STANBRIDGE,Dan STANBRIDGE,3:41.11770,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.685295,Val di Sole3rd Jun 2012,16.02532518335098,0,0
20088,Lorenzo SUDING,Lorenzo SUDING,3:42.89472,Men,Italian,Italy,3rd Jun 2012,Val di Sole,Italy,1,3.714912,Val di Sole3rd Jun 2012,16.957766699146948,0,1
20089,Bryn ATKINSON,Bryn ATKINSON,3:44.13973,Men,Australian,Italy,3rd Jun 2012,Val di Sole,Australia,0,3.7356621666666667,Val di Sole3rd Jun 2012,17.611050855533005,0,0
20090,Mathias HAAS,Mathias HAAS,3:44.52674,Men,Austrian,Italy,3rd Jun 2012,Val di Sole,Austria,0,3.742112333333333,Val di Sole3rd Jun 2012,17.814123522710744,0,0
20091,Fabien COUSINIE,Fabien COUSINIE,3:47.17375,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,3.7862291666666668,Val di Sole3rd Jun 2012,19.20306794467961,0,0
20092,Harry HEATH,Harry HEATH,3:48.98676,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,3.816446,Val di Sole3rd Jun 2012,20.154394205809623,0,1
20093,Emanuel POMBO,Emanuel POMBO,3:49.08477,Men,Portuguese,Italy,3rd Jun 2012,Val di Sole,Portugal,0,3.8180795,Val di Sole3rd Jun 2012,20.205822210538415,0,1
20094,Nejc RUTAR,Nejc RUTAR,3:53.98478,Men,Slovenian,Italy,3rd Jun 2012,Val di Sole,Slovenia,0,3.8997463333333333,Val di Sole3rd Jun 2012,22.776965333190603,0,1
20095,Mitch DELFS,Mitch DELFS,4:12.91179,Men,Australian,Italy,3rd Jun 2012,Val di Sole,Australia,0,4.2151965,Val di Sole3rd Jun 2012,32.70838416577857,0,1
20099,Gaetan RUFFIN,Gaetan RUFFIN,DNQ,Men,French,Italy,3rd Jun 2012,Val di Sole,France,0,,Val di Sole3rd Jun 2012,35.93958387823266,0,1
20100,Ivan OULEGO MORENO,Ivan OULEGO MORENO,DNQ,Men,Spanish,Italy,3rd Jun 2012,Val di Sole,Spain,0,,Val di Sole3rd Jun 2012,233.95612241255336,0,1
20102,Boris TETZLAFF,Boris TETZLAFF,DNQ,Men,Austrian,Italy,3rd Jun 2012,Val di Sole,Austria,0,,Val di Sole3rd Jun 2012,26.933303267563137,0,1
20105,Greg WILLIAMSON,Greg WILLIAMSON,DNQ,Men,British,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,92.22543488122858,0,1
20106,Filip POLC,Filip POLC,DNQ,Men,Slovakian,Italy,3rd Jun 2012,Val di Sole,Slovenia,0,,Val di Sole3rd Jun 2012,59.7005757620277,0,1
20109,Ben REID,Ben REID,DNQ,Men,Irish,Italy,3rd Jun 2012,Val di Sole,UK,0,,Val di Sole3rd Jun 2012,21.804385891018985,0,1
20112,Nico VINK,Nico VINK,DNQ,Men,Belgian,Italy,3rd Jun 2012,Val di Sole,Belgium,0,,Val di Sole3rd Jun 2012,29.097521403001636,0,1
20113,Edgar CARBALLO GONZALEZ,Edgar CARBALLO GONZALEZ,DNQ,Men,Spanish,Italy,3rd Jun 2012,Val di Sole,Spain,0,,Val di Sole3rd Jun 2012,27.805203048257777,0,1
