,Name,Name.1,Run 1,sex,rider_country,race_country,Date,track_name,rider_country_new,home_race,run_time,race_id,percent_time_back,best_results,worst_results
24827,Manuel GRUBER,Manuel GRUBER,DNQ,Men,Austrian,Andorra,4th Sep 2016,Vallnord,Austria,0,,Vallnord4th Sep 2016,24.980258039696544,0,1
24828,Pierre Charles GEORGES,Pierre Charles GEORGES,DNQ,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,,Vallnord4th Sep 2016,32.541169739559294,0,1
24830,Lutz WEBER,Lutz WEBER,DNQ,Men,Swiss,Andorra,4th Sep 2016,Vallnord,Switzerland,0,,Vallnord4th Sep 2016,41.077402106533434,0,1
24831,Ziga PANDUR,Ziga PANDUR,DNQ,Men,Slovenian,Andorra,4th Sep 2016,Vallnord,Slovenia,0,,Vallnord4th Sep 2016,31.958001886404563,0,1
24833,Josh LOWE,Josh LOWE,DNQ,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,,Vallnord4th Sep 2016,13.704791553249084,0,1
24834,Carlo CAIRE,Carlo CAIRE,DNQ,Men,Italian,Andorra,4th Sep 2016,Vallnord,Italy,0,,Vallnord4th Sep 2016,65.93048138570711,0,1
24835,Bruce KLEIN,Bruce KLEIN,DNQ,Men,American,Andorra,4th Sep 2016,Vallnord,USA,0,,Vallnord4th Sep 2016,14.812007814682016,0,1
24839,Graeme MUDD,Graeme MUDD,DNQ,Men,Australian,Andorra,4th Sep 2016,Vallnord,Australia,0,,Vallnord4th Sep 2016,27.677214436280174,0,1
24841,Forrest RIESCO,Forrest RIESCO,DNQ,Men,Canadian,Andorra,4th Sep 2016,Vallnord,Canada ,0,,Vallnord4th Sep 2016,14.647178484686396,0,1
24843,Erik IRMISCH,Erik IRMISCH,DNQ,Men,German,Andorra,4th Sep 2016,Vallnord,Germany,0,,Vallnord4th Sep 2016,120.41418628499731,0,1
24845,Kazuki SHIMIZU,Kazuki SHIMIZU,DNQ,Men,Japanese,Andorra,4th Sep 2016,Vallnord,Japan,0,,Vallnord4th Sep 2016,19.511439976106935,0,1
24848,Max MORGAN (pro),Max MORGAN (pro),DNQ,Men,,Andorra,4th Sep 2016,Vallnord,,0,,Vallnord4th Sep 2016,29.579942448951858,0,1
24849,Fraser MCGLONE,Fraser MCGLONE,DNQ,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,,Vallnord4th Sep 2016,13.860523203217245,0,1
24852,Silas GRANDY,Silas GRANDY,DNQ,Men,German,Andorra,4th Sep 2016,Vallnord,Germany,0,,Vallnord4th Sep 2016,17.245792706661444,0,1
24854,Gaetan RUFFIN,Gaetan RUFFIN,DNQ,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,,Vallnord4th Sep 2016,35.93958387823266,0,1
24855,Bryn DICKERSON,Bryn DICKERSON,DNQ,Men,New Zealand,Andorra,4th Sep 2016,Vallnord,New Zealand,0,,Vallnord4th Sep 2016,18.656754192678093,0,1
24856,Marco MILIVINTI,Marco MILIVINTI,DNQ,Men,Italian,Andorra,4th Sep 2016,Vallnord,Italy,0,,Vallnord4th Sep 2016,20.739929781091092,0,1
24858,Pete WILLIAMS,Pete WILLIAMS,DNQ,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,,Vallnord4th Sep 2016,25.282286047577518,0,1
24859,Yuki KUSHIMA,Yuki KUSHIMA,DNQ,Men,Japanese,Andorra,4th Sep 2016,Vallnord,Japan,0,,Vallnord4th Sep 2016,55.7471547282832,0,1
24861,Matty STUTTARD,Matty STUTTARD,DNQ,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,,Vallnord4th Sep 2016,27.620825171357133,0,1
24863,Neko MULALLY,Neko MULALLY,DNQ,Men,American,Andorra,4th Sep 2016,Vallnord,USA,0,,Vallnord4th Sep 2016,50.38226754945991,0,1
24864,Benny STRASSER,Benny STRASSER,DNQ,Men,German,Andorra,4th Sep 2016,Vallnord,Germany,0,,Vallnord4th Sep 2016,18.28337326752827,0,1
24869,Johann POTGIETER,Johann POTGIETER,DNQ,Men,South African,Andorra,4th Sep 2016,Vallnord,South Africa,0,,Vallnord4th Sep 2016,24.49734694180932,0,1
24875,Matthew WALKER,Matthew WALKER,DNQ,Men,New Zealand,Andorra,4th Sep 2016,Vallnord,New Zealand,0,,Vallnord4th Sep 2016,23.667970447631447,0,1
24883,Felix KLEE,Felix KLEE,DNQ,Men,Swiss,Andorra,4th Sep 2016,Vallnord,Switzerland,0,,Vallnord4th Sep 2016,12.374507641332722,0,1
24884,Ángel SUÁREZ ALONSO,Ángel SUÁREZ ALONSO,DNQ,Men,Spanish,Andorra,4th Sep 2016,Vallnord,Spain,0,,Vallnord4th Sep 2016,80.41821078976564,0,1
24885,Faustin FIGARET,Faustin FIGARET,DNQ,Men,French,Andorra,4th Sep 2016,Vallnord,France,0,,Vallnord4th Sep 2016,23.910606164533043,0,1
24887,Roger VIEIRA,Roger VIEIRA,DNQ,Men,Brazilian,Andorra,4th Sep 2016,Vallnord,Brazil,0,,Vallnord4th Sep 2016,118.01301367961176,0,1
24890,Jay WILLIAMSON,Jay WILLIAMSON,DNQ,Men,British,Andorra,4th Sep 2016,Vallnord,UK,0,,Vallnord4th Sep 2016,12.635446497054325,0,1
24891,Rachel ATHERTON,Rachel ATHERTON,4:52.7831,Women,British,Andorra,4th Sep 2016,Vallnord,UK,0,4.879718333333333,Vallnord4th Sep 2016,0.0,1,0
24892,Tracey HANNAH,Tracey HANNAH,4:59.3512,Women,Australian,Andorra,4th Sep 2016,Vallnord,Australia,0,4.989186666666667,Vallnord4th Sep 2016,2.243333033908046,0,0
24893,Myriam NICOLE,Myriam NICOLE,5:00.7573,Women,French,Andorra,4th Sep 2016,Vallnord,France,0,5.012621666666667,Vallnord4th Sep 2016,2.723586163272418,0,0
24894,Manon CARPENTER,Manon CARPENTER,5:01.5944,Women,British,Andorra,4th Sep 2016,Vallnord,UK,0,5.026573333333333,Vallnord4th Sep 2016,3.0094974744102387,0,0
24895,Tahnée SEAGRAVE,Tahnée SEAGRAVE,5:04.8765,Women,British,Andorra,4th Sep 2016,Vallnord,UK,0,5.081275,Vallnord4th Sep 2016,4.1304979693158606,0,0
24896,Eleonora FARINA,Eleonora FARINA,5:14.6466,Women,Italian,Andorra,4th Sep 2016,Vallnord,Italy,0,5.24411,Vallnord4th Sep 2016,7.4674733616796996,0,0
24897,Marine CABIROU,Marine CABIROU,5:15.4727,Women,French,Andorra,4th Sep 2016,Vallnord,France,0,5.257878333333333,Vallnord4th Sep 2016,7.7496276253649965,0,0
24898,Miranda MILLER,Miranda MILLER,5:20.4938,Women,Canadian,Andorra,4th Sep 2016,Vallnord,Canada ,0,5.341563333333333,Vallnord4th Sep 2016,9.464583167539399,0,0
24899,Mariana SALAZAR,Mariana SALAZAR,5:21.6029,Women,Salvadoran,Andorra,4th Sep 2016,Vallnord,Salvado,0,5.360048333333333,Vallnord4th Sep 2016,9.843396015685336,0,0
24901,Alia MARCELLINI,Alia MARCELLINI,5:29.30511,Women,Italian,Andorra,4th Sep 2016,Vallnord,Italy,0,5.4884185,Vallnord4th Sep 2016,12.474084057447321,0,0
24902,Carina CAPPELLARI,Carina CAPPELLARI,5:39.07812,Women,Swiss,Andorra,4th Sep 2016,Vallnord,Switzerland,0,5.651302,Vallnord4th Sep 2016,15.812053359637224,0,1
24907,Veronique SANDLER,Veronique SANDLER,5:54.10417,Women,New Zealand,Andorra,4th Sep 2016,Vallnord,New Zealand,0,5.901736166666667,Vallnord4th Sep 2016,20.944197257287065,0,0
24909,Vaea VERBEECK,Vaea VERBEECK,5:57.76719,Women,Canadian,Andorra,4th Sep 2016,Vallnord,Canada ,0,5.9627865,Vallnord4th Sep 2016,22.19530088997623,0,1
24924,Morgane CHARRE,Morgane CHARRE,DNQ,Women,French,Andorra,4th Sep 2016,Vallnord,France,0,,Vallnord4th Sep 2016,73.38426787340934,0,1
24926,Danny HART (elt),Danny HART (elt),3:59.7541,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,3.9959016666666667,Mont-Sainte-Anne6th Aug 2016,0.0,1,0
24927,Aaron GWIN,Aaron GWIN,4:00.4232,Men,American,Canada,6th Aug 2016,Mont-Sainte-Anne,USA,0,4.007053333333333,Mont-Sainte-Anne6th Aug 2016,0.2790776049293786,1,0
24928,Loïc BRUNI,Loïc BRUNI,4:00.7923,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.013205,Mont-Sainte-Anne6th Aug 2016,0.4330270055861396,1,0
24929,Troy BROSNAN,Troy BROSNAN,4:03.4184,Men,Australian,Canada,6th Aug 2016,Mont-Sainte-Anne,Australia,0,4.0569733333333335,Mont-Sainte-Anne6th Aug 2016,1.5283575963872975,0,0
24930,Luca SHAW,Luca SHAW,4:03.4215,Men,American,Canada,6th Aug 2016,Mont-Sainte-Anne,USA,0,4.057025,Mont-Sainte-Anne6th Aug 2016,1.5296505878314548,1,0
24931,Greg MINNAAR,Greg MINNAAR,4:03.5836,Men,South African,Canada,6th Aug 2016,Mont-Sainte-Anne,South Africa,0,4.059726666666666,Mont-Sainte-Anne6th Aug 2016,1.5972615275400726,0,0
24932,George BRANNIGAN,George BRANNIGAN,4:05.5717,Men,New Zealand,Canada,6th Aug 2016,Mont-Sainte-Anne,New Zealand,0,4.092861666666667,Mont-Sainte-Anne6th Aug 2016,2.426486137254802,1,0
24933,Brook MACDONALD,Brook MACDONALD,4:06.2998,Men,New Zealand,Canada,6th Aug 2016,Mont-Sainte-Anne,New Zealand,0,4.104996666666667,Mont-Sainte-Anne6th Aug 2016,2.7301722890244573,1,0
24934,Sam BLENKINSOP,Sam BLENKINSOP,4:06.8539,Men,New Zealand,Canada,6th Aug 2016,Mont-Sainte-Anne,New Zealand,0,4.114231666666667,Mont-Sainte-Anne6th Aug 2016,2.961284082316018,0,0
24935,Florent PAYET,Florent PAYET,4:07.21010,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.120168333333333,Mont-Sainte-Anne6th Aug 2016,3.10985297018902,1,0
24936,Gee ATHERTON,Gee ATHERTON,4:07.27511,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.121251833333333,Mont-Sainte-Anne6th Aug 2016,3.136968252054917,0,0
24937,Brendan FAIRCLOUGH,Brendan FAIRCLOUGH,4:07.64612,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.127435333333334,Mont-Sainte-Anne6th Aug 2016,3.291714302278881,0,0
24938,Greg WILLIAMSON,Greg WILLIAMSON,4:08.06213,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.134368833333333,Mont-Sainte-Anne6th Aug 2016,3.465229583143725,0,0
24939,Markus PEKOLL,Markus PEKOLL,4:08.35114,Men,Austrian,Canada,6th Aug 2016,Mont-Sainte-Anne,Austria,0,4.139185666666666,Mont-Sainte-Anne6th Aug 2016,3.585773924199831,1,0
24940,Connor FEARON,Connor FEARON,4:08.65115,Men,Australian,Canada,6th Aug 2016,Mont-Sainte-Anne,Australia,0,4.144185833333333,Mont-Sainte-Anne6th Aug 2016,3.7109062994125974,0,0
24941,Marcelo GUTIÉRREZ,Marcelo GUTIÉRREZ,4:08.96116,Men,Colombian,Canada,6th Aug 2016,Mont-Sainte-Anne,Columbia,0,4.149352666666666,Mont-Sainte-Anne6th Aug 2016,3.8402096147677867,0,0
24942,Phil ATWILL,Phil ATWILL,4:09.00017,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.150002833333334,Mont-Sainte-Anne6th Aug 2016,3.856480452263389,1,0
24943,Bernard KERR,Bernard KERR,4:09.01418,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.150236333333333,Mont-Sainte-Anne6th Aug 2016,3.862323939402912,0,0
24944,Jack READING,Jack READING,4:09.26219,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.154369833333333,Mont-Sainte-Anne6th Aug 2016,3.9657674258750886,1,0
24945,Ruaridh CUNNINGHAM,Ruaridh CUNNINGHAM,4:09.41120,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.156853333333333,Mont-Sainte-Anne6th Aug 2016,4.027918604937297,1,0
24946,Dean LUCAS,Dean LUCAS,4:09.81521,Men,Australian,Canada,6th Aug 2016,Mont-Sainte-Anne,Australia,0,4.1635868333333335,Mont-Sainte-Anne6th Aug 2016,4.196428757631265,0,0
24947,Alexandre FAYOLLE,Alexandre FAYOLLE,4:09.92122,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.165353666666666,Mont-Sainte-Anne6th Aug 2016,4.240644894081047,1,0
24948,Charlie HARRISON,Charlie HARRISON,4:10.06023,Men,American,Canada,6th Aug 2016,Mont-Sainte-Anne,USA,0,4.1676705,Mont-Sainte-Anne6th Aug 2016,4.298625133000855,0,0
24949,Rémi THIRION,Rémi THIRION,4:10.11824,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.168637333333334,Mont-Sainte-Anne6th Aug 2016,4.322820756767043,0,0
24950,Mark WALLACE,Mark WALLACE,4:10.25525,Men,Canadian,Canada,6th Aug 2016,Mont-Sainte-Anne,Canada ,0,4.170920833333334,Mont-Sainte-Anne6th Aug 2016,4.379966807658353,0,0
24951,Eliot JACKSON,Eliot JACKSON,4:10.35426,Men,American,Canada,6th Aug 2016,Mont-Sainte-Anne,USA,0,4.172571,Mont-Sainte-Anne6th Aug 2016,4.421263286008448,1,0
24953,Matthew WALKER,Matthew WALKER,4:10.62328,Men,New Zealand,Canada,6th Aug 2016,Mont-Sainte-Anne,New Zealand,0,4.177054666666667,Mont-Sainte-Anne6th Aug 2016,4.533469917719857,1,0
24954,Taylor VERNON,Taylor VERNON,4:10.85729,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.180954833333334,Mont-Sainte-Anne6th Aug 2016,4.631074087992659,1,0
24956,Faustin FIGARET,Faustin FIGARET,4:11.19631,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.186605166666666,Mont-Sainte-Anne6th Aug 2016,4.772477300701006,1,0
24957,David TRUMMER,David TRUMMER,4:11.19932,Men,Austrian,Canada,6th Aug 2016,Mont-Sainte-Anne,Austria,0,4.186655333333333,Mont-Sainte-Anne6th Aug 2016,4.77373275368389,0,0
24958,Josh BRYCELAND,Josh BRYCELAND,4:11.26133,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.1876888333333335,Mont-Sainte-Anne6th Aug 2016,4.799596753507029,0,0
24959,Mick HANNAH,Mick HANNAH,4:11.41834,Men,Australian,Canada,6th Aug 2016,Mont-Sainte-Anne,Australia,0,4.190305666666666,Mont-Sainte-Anne6th Aug 2016,4.865084684683163,0,0
24960,Eddie MASTERS,Eddie MASTERS,4:12.09435,Men,New Zealand,Canada,6th Aug 2016,Mont-Sainte-Anne,New Zealand,0,4.2015725,Mont-Sainte-Anne6th Aug 2016,5.147044409250978,0,0
24961,Ángel SUÁREZ ALONSO,Ángel SUÁREZ ALONSO,4:12.15136,Men,Spanish,Canada,6th Aug 2016,Mont-Sainte-Anne,Spain,0,4.202522666666667,Mont-Sainte-Anne6th Aug 2016,5.170822939002928,0,0
24962,Johannes FISCHBACH,Johannes FISCHBACH,4:12.15837,Men,German,Canada,6th Aug 2016,Mont-Sainte-Anne,Germany,0,4.2026395,Mont-Sainte-Anne6th Aug 2016,5.173746768042764,0,0
24963,Oliver ZWAR,Oliver ZWAR,4:12.28338,Men,Swedish,Canada,6th Aug 2016,Mont-Sainte-Anne,Sweden,0,4.2047229999999995,Mont-Sainte-Anne6th Aug 2016,5.2258876907631535,0,0
24964,Thomas ESTAQUE,Thomas ESTAQUE,4:12.35139,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.2058565,Mont-Sainte-Anne6th Aug 2016,5.254254254671764,0,0
24965,Romain PAULHAN,Romain PAULHAN,4:12.54540,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.20909,Mont-Sainte-Anne6th Aug 2016,5.335174664374875,0,0
24966,Kenta GALLAGHER,Kenta GALLAGHER,4:12.74041,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.212340166666666,Mont-Sainte-Anne6th Aug 2016,5.416512168092225,1,0
24967,Adam BRAYTON,Adam BRAYTON,4:12.82142,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.213690333333333,Mont-Sainte-Anne6th Aug 2016,5.4503009541859715,0,0
24968,Thibaut RUFFIN,Thibaut RUFFIN,4:13.35743,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.2226238333333335,Mont-Sainte-Anne6th Aug 2016,5.6738675167598895,1,0
24969,Baptiste PIERRON,Baptiste PIERRON,4:13.37744,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.2229573333333335,Mont-Sainte-Anne6th Aug 2016,5.682213567984862,0,0
24970,Benoît COULANGES,Benoît COULANGES,4:13.60345,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.226724166666667,Mont-Sainte-Anne6th Aug 2016,5.776480986143739,0,0
24971,Laurie GREENLAND,Laurie GREENLAND,4:13.80146,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.230024333333334,Mont-Sainte-Anne6th Aug 2016,5.859069771903802,0,1
24972,Harry HEATH,Harry HEATH,4:14.66847,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.2444745,Mont-Sainte-Anne6th Aug 2016,6.220694453191822,0,0
24973,Dakotah NORTON,Dakotah NORTON,4:14.72348,Men,American,Canada,6th Aug 2016,Mont-Sainte-Anne,USA,0,4.245391333333333,Mont-Sainte-Anne6th Aug 2016,6.243638794915274,0,0
24974,Bryn DICKERSON,Bryn DICKERSON,4:14.72949,Men,New Zealand,Canada,6th Aug 2016,Mont-Sainte-Anne,New Zealand,0,4.2454915,Mont-Sainte-Anne6th Aug 2016,6.246145529940894,1,0
24975,George GANNICOTT,George GANNICOTT,4:14.97250,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.2495416666666666,Mont-Sainte-Anne6th Aug 2016,6.347503546341859,0,0
24976,Neko MULALLY,Neko MULALLY,4:15.02851,Men,American,Canada,6th Aug 2016,Mont-Sainte-Anne,USA,0,4.250475166666667,Mont-Sainte-Anne6th Aug 2016,6.3708649820795715,0,0
24977,Matt SIMMONDS (elt),Matt SIMMONDS (elt),4:15.06052,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.251008666666666,Mont-Sainte-Anne6th Aug 2016,6.384216161475442,0,0
24978,Harry MOLLOY,Harry MOLLOY,4:15.17053,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.2528421666666665,Mont-Sainte-Anne6th Aug 2016,6.43010067398222,0,0
24979,Rupert CHAPMAN,Rupert CHAPMAN,4:15.30054,Men,New Zealand,Canada,6th Aug 2016,Mont-Sainte-Anne,New Zealand,0,4.255009,Mont-Sainte-Anne6th Aug 2016,6.484327066773843,0,0
24980,Alex MARIN,Alex MARIN,4:15.60655,Men,Spanish,Canada,6th Aug 2016,Mont-Sainte-Anne,Spain,0,4.260109166666667,Mont-Sainte-Anne6th Aug 2016,6.6119620060720585,0,1
24981,Nick BEER,Nick BEER,4:15.94756,Men,Swiss,Canada,6th Aug 2016,Mont-Sainte-Anne,Switzerland,0,4.265792666666667,Mont-Sainte-Anne6th Aug 2016,6.754195235868754,0,0
24982,Graeme MUDD,Graeme MUDD,4:15.99657,Men,Australian,Canada,6th Aug 2016,Mont-Sainte-Anne,Australia,0,4.2666095,Mont-Sainte-Anne6th Aug 2016,6.774637013506757,0,0
24983,Loris REVELLI,Loris REVELLI,4:16.17058,Men,Italian,Canada,6th Aug 2016,Mont-Sainte-Anne,Italy,0,4.269509666666667,Mont-Sainte-Anne6th Aug 2016,6.8472155429250225,0,0
24984,Gaetan RUFFIN,Gaetan RUFFIN,4:16.23959,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.270659833333333,Mont-Sainte-Anne6th Aug 2016,6.875999200847871,1,0
24985,Jure ŽABJEK,Jure ŽABJEK,4:16.31960,Men,Slovenian,Canada,6th Aug 2016,Mont-Sainte-Anne,Slovenia,0,4.2719933333333335,Mont-Sainte-Anne6th Aug 2016,6.90937089292738,0,0
24986,Fraser MCGLONE,Fraser MCGLONE,4:16.48961,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.274826833333333,Mont-Sainte-Anne6th Aug 2016,6.980281046288672,0,0
24987,Joe SMITH (elt),Joe SMITH (elt),4:16.50462,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.275077,Mont-Sainte-Anne6th Aug 2016,6.986541627442433,0,0
24988,Francesco COLOMBO,Francesco COLOMBO,4:16.76063,Men,Italian,Canada,6th Aug 2016,Mont-Sainte-Anne,Italy,0,4.279343833333333,Mont-Sainte-Anne6th Aug 2016,7.093321866028557,0,0
24990,Sam HILL (elt),Sam HILL (elt),4:17.36565,Men,Australian,Canada,6th Aug 2016,Mont-Sainte-Anne,Australia,0,4.2894275,Mont-Sainte-Anne6th Aug 2016,7.345672086525323,0,1
24994,Oscar HÄRNSTRÖM,Oscar HÄRNSTRÖM,4:20.17069,Men,Swedish,Canada,6th Aug 2016,Mont-Sainte-Anne,Sweden,0,4.3361781666666666,Mont-Sainte-Anne6th Aug 2016,8.515637480234961,0,0
24995,Jérôme CAROLI,Jérôme CAROLI,4:20.82570,Men,Swiss,Canada,6th Aug 2016,Mont-Sainte-Anne,Switzerland,0,4.347095,Mont-Sainte-Anne6th Aug 2016,8.788838230503671,0,0
24997,Max MORGAN (pro),Max MORGAN (pro),4:21.10572,Men,,Canada,6th Aug 2016,Mont-Sainte-Anne,,0,4.351762,Mont-Sainte-Anne6th Aug 2016,8.90563289637174,1,0
24998,Stefan GARLICKI,Stefan GARLICKI,4:21.21373,Men,South African,Canada,6th Aug 2016,Mont-Sainte-Anne,South Africa,0,4.353562166666666,Mont-Sainte-Anne6th Aug 2016,8.95068322085002,0,0
24999,Forrest RIESCO,Forrest RIESCO,4:21.80074,Men,Canadian,Canada,6th Aug 2016,Mont-Sainte-Anne,Canada ,0,4.363345666666667,Mont-Sainte-Anne6th Aug 2016,9.195521578150267,0,1
25001,Andrew NEETHLING,Andrew NEETHLING,4:23.07876,Men,South African,Canada,6th Aug 2016,Mont-Sainte-Anne,South Africa,0,4.384646,Mont-Sainte-Anne6th Aug 2016,9.728576070231965,0,1
25002,Maxime CHAPUIS,Maxime CHAPUIS,4:25.00377,Men,Swiss,Canada,6th Aug 2016,Mont-Sainte-Anne,Switzerland,0,4.4167295,Mont-Sainte-Anne6th Aug 2016,10.531486218588126,0,0
25003,Matt BEER,Matt BEER,4:31.37978,Men,Canadian,Canada,6th Aug 2016,Mont-Sainte-Anne,Canada ,0,4.522996333333333,Mont-Sainte-Anne6th Aug 2016,13.190881824335854,0,1
25005,Loris VERGIER,Loris VERGIER,4:44.66180,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,4.744363333333333,Mont-Sainte-Anne6th Aug 2016,18.730732863379608,0,1
25006,Kirk MCDOWALL,Kirk MCDOWALL,4:49.82081,Men,Canadian,Canada,6th Aug 2016,Mont-Sainte-Anne,Canada ,0,4.8303468333333335,Mont-Sainte-Anne6th Aug 2016,20.88252505379471,0,1
25007,Wyn MASTERS,Wyn MASTERS,5:40.67282,Men,New Zealand,Canada,6th Aug 2016,Mont-Sainte-Anne,New Zealand,0,5.677880333333333,Mont-Sainte-Anne6th Aug 2016,42.09259403697372,0,1
25008,Isak LEIVSSON,Isak LEIVSSON,DNF,Men,Norwegian,Canada,6th Aug 2016,Mont-Sainte-Anne,Norway,0,,Mont-Sainte-Anne6th Aug 2016,18.07081852050416,0,1
25010,Logan BINGGELI,Logan BINGGELI,DNS,Men,American,Canada,6th Aug 2016,Mont-Sainte-Anne,USA,0,,Mont-Sainte-Anne6th Aug 2016,16.88516688432,0,1
25011,Benny STRASSER,Benny STRASSER,DNQ,Men,German,Canada,6th Aug 2016,Mont-Sainte-Anne,Germany,0,,Mont-Sainte-Anne6th Aug 2016,18.28337326752827,0,1
25012,Rafael GUTIÉRREZ VILLEGAS,Rafael GUTIÉRREZ VILLEGAS,DNQ,Men,Colombian,Canada,6th Aug 2016,Mont-Sainte-Anne,Columbia,0,,Mont-Sainte-Anne6th Aug 2016,29.15156735195852,0,1
25013,Lachlan BLAIR,Lachlan BLAIR,DNQ,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,,Mont-Sainte-Anne6th Aug 2016,23.91518156298673,0,1
25014,Thibault LALY,Thibault LALY,DNQ,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,,Mont-Sainte-Anne6th Aug 2016,26.95805326756313,0,1
25015,Quentin CHANUDET,Quentin CHANUDET,DNQ,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,,Mont-Sainte-Anne6th Aug 2016,17.48076812025903,0,1
25024,Marc BEAUMONT,Marc BEAUMONT,DNQ,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,,Mont-Sainte-Anne6th Aug 2016,110.26369664738782,0,1
25028,Jack MOIR,Jack MOIR,DNQ,Men,Australian,Canada,6th Aug 2016,Mont-Sainte-Anne,Australia,0,,Mont-Sainte-Anne6th Aug 2016,12.59986457840807,0,1
25030,Jasper JAUCH,Jasper JAUCH,DNQ,Men,German,Canada,6th Aug 2016,Mont-Sainte-Anne,Germany,0,,Mont-Sainte-Anne6th Aug 2016,26.1093217764617,0,1
25032,Amaury PIERRON,Amaury PIERRON,DNQ,Men,French,Canada,6th Aug 2016,Mont-Sainte-Anne,France,0,,Mont-Sainte-Anne6th Aug 2016,138.9976948863468,0,1
25035,Sam DALE (elt),Sam DALE (elt),DNQ,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,,Mont-Sainte-Anne6th Aug 2016,64.9977501957507,0,1
25036,Mike JONES (elt),Mike JONES (elt),DNQ,Men,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,,Mont-Sainte-Anne6th Aug 2016,36.34989482988276,0,1
25037,Rachel ATHERTON,Rachel ATHERTON,4:37.4881,Women,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.6248016666666665,Mont-Sainte-Anne6th Aug 2016,0.0,1,0
25038,Tracey HANNAH,Tracey HANNAH,4:48.6042,Women,Australian,Canada,6th Aug 2016,Mont-Sainte-Anne,Australia,0,4.81007,Mont-Sainte-Anne6th Aug 2016,4.0059735894980575,0,0
25039,Tahnée SEAGRAVE,Tahnée SEAGRAVE,4:50.3503,Women,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.839171666666667,Mont-Sainte-Anne6th Aug 2016,4.6352257988721,0,0
25040,Manon CARPENTER,Manon CARPENTER,4:50.4794,Women,British,Canada,6th Aug 2016,Mont-Sainte-Anne,UK,0,4.841323333333333,Mont-Sainte-Anne6th Aug 2016,4.681750316500066,0,0
